"loss","penalty","alpha","max_iter","learning_rate","early_stopping","warm_start","accuracy"
"hinge","l2",0.01,50000,"invscaling",True,True,0.7331632653061224
"hinge","l2",0.01,50000,"adaptive",False,False,0.7579081632653061
"hinge","l2",0.01,50000,"adaptive",False,True,0.7458333333333333
"hinge","l2",0.01,50000,"adaptive",True,False,0.7501700680272108
"hinge","l2",0.01,50000,"adaptive",True,True,0.7376700680272108
"hinge","l2",0.1,100,"constant",False,False,0.7374149659863944
"hinge","l2",0.1,100,"constant",False,True,0.6171768707482994
"hinge","l2",0.1,100,"constant",True,False,0.7212585034013606
"hinge","l2",0.1,100,"constant",True,True,0.5666666666666667
"hinge","l2",0.1,100,"optimal",False,False,0.5945578231292517
"hinge","l2",0.1,100,"optimal",False,True,0.7335884353741496
"hinge","l2",0.1,100,"optimal",True,False,0.6312925170068027
"hinge","l2",0.1,100,"optimal",True,True,0.7255102040816327
"hinge","l2",0.1,100,"invscaling",False,False,0.7375850340136055
"hinge","l2",0.1,100,"invscaling",False,True,0.7583333333333333
"hinge","l2",0.1,100,"invscaling",True,False,0.6806972789115646
"hinge","l2",0.1,100,"invscaling",True,True,0.7420068027210884
"hinge","l2",0.1,100,"adaptive",False,False,0.7503401360544217
"hinge","l2",0.1,100,"adaptive",False,True,0.7337585034013606
"hinge","l2",0.1,100,"adaptive",True,False,0.7581632653061223
"hinge","l2",0.1,100,"adaptive",True,True,0.7290816326530611
"hinge","l2",0.1,500,"constant",False,False,0.6439625850340136
"hinge","l2",0.1,500,"constant",False,True,0.5437074829931974
"hinge","l2",0.1,500,"constant",True,False,0.6804421768707483
"hinge","l2",0.1,500,"constant",True,True,0.5416666666666667
"hinge","l2",0.1,500,"optimal",False,False,0.7421768707482993
"hinge","l2",0.1,500,"optimal",False,True,0.6644557823129251
"hinge","l2",0.1,500,"optimal",True,False,0.7417517006802721
"hinge","l2",0.1,500,"optimal",True,True,0.5399659863945578
"hinge","l2",0.1,500,"invscaling",False,False,0.7786564625850341
"hinge","l2",0.1,500,"invscaling",False,True,0.7375
"hinge","l2",0.1,500,"invscaling",True,False,0.7500850340136055
"hinge","l2",0.1,500,"invscaling",True,True,0.7376700680272108
